"rt","response","stage","start_time","s","word","word_id","phase","a_cor","a_real","a_ava","trial","tps","task_type","block_typ","pic_typ","block_id","cum_r","a","r","n_Prac"
"1571","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","0","0","setsize","99","prac","0","1","2","1","2"
"414","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","1","0","setsize","99","prac","0","2","0","1","2"
"342","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","2","0","setsize","99","prac","0","3","0","1","2"
"1690","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","3","1","setsize","99","prac","0","0","0","0","2"
"793","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","4","1","setsize","99","prac","0","1","0","1","2"
"1192","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","5","1","setsize","99","prac","0","0","2","0","2"
"1908","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","0","0","setsize","99","prac","0","1","2","1","2"
"487","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","1","0","setsize","99","prac","0","2","0","1","2"
"451","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","2","0","setsize","99","prac","0","3","0","1","2"
"728","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","3","1","setsize","99","prac","0","4","2","1","2"
"540","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","4","1","setsize","99","prac","0","5","0","1","2"
"1311","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","5","1","setsize","99","prac","0","6","0","1","2"
"null","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","0","0","setsize","3S3A","food","1","0","999","0","2"
"921","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","1","0","setsize","3S3A","food","1","0","2","0","2"
"null","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","2","0","setsize","3S3A","food","1","0","999","0","2"
"973","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","3","1","setsize","3S3A","food","1","0","2","0","2"
"1456","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","4","1","setsize","3S3A","food","1","0","1","0","2"
"253","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","5","1","setsize","3S3A","food","1","1","0","1","2"
"718","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","6","2","setsize","3S3A","food","1","0","1","0","2"
"237","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","7","2","setsize","3S3A","food","1","1","0","1","2"
"627","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","8","2","setsize","3S3A","food","1","0","1","0","2"
"385","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","9","3","setsize","3S3A","food","1","0","2","0","2"
"376","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","10","3","setsize","3S3A","food","1","0","0","0","2"
"1376","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","11","3","setsize","3S3A","food","1","1","0","1","2"
"581","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","12","4","setsize","3S3A","food","1","2","0","1","2"
"439","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","13","4","setsize","3S3A","food","1","3","2","1","2"
"591","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","14","4","setsize","3S3A","food","1","0","1","0","2"
"539","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","15","5","setsize","3S3A","food","1","1","2","1","2"
"405","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","16","5","setsize","3S3A","food","1","0","2","0","2"
"510","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","17","5","setsize","3S3A","food","1","1","0","1","2"
"379","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","18","6","setsize","3S3A","food","1","0","0","0","2"
"383","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","19","6","setsize","3S3A","food","1","1","0","1","2"
"247","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","20","6","setsize","3S3A","food","1","2","0","1","2"
"509","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","21","7","setsize","3S3A","food","1","0","2","0","2"
"572","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","22","7","setsize","3S3A","food","1","1","0","1","2"
"807","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","23","7","setsize","3S3A","food","1","0","0","0","2"
"760","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","24","8","setsize","3S3A","food","1","1","0","1","2"
"337","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","25","8","setsize","3S3A","food","1","2","2","1","2"
"412","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","26","8","setsize","3S3A","food","1","3","0","1","2"
"435","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","27","9","setsize","3S3A","food","1","4","0","1","2"
"661","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","28","9","setsize","3S3A","food","1","0","2","0","2"
"361","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","29","9","setsize","3S3A","food","1","1","2","1","2"
"249","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","30","10","setsize","3S3A","food","1","2","0","1","2"
"216","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","31","10","setsize","3S3A","food","1","3","0","1","2"
"288","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","32","10","setsize","3S3A","food","1","0","0","0","2"
"355","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","33","11","setsize","3S3A","food","1","1","0","1","2"
"478","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","34","11","setsize","3S3A","food","1","2","2","1","2"
"515","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","35","11","setsize","3S3A","food","1","3","0","1","2"
"466","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","36","12","setsize","3S3A","food","1","4","0","1","2"
"538","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","37","12","setsize","3S3A","food","1","5","2","1","2"
"329","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","38","12","setsize","3S3A","food","1","6","0","1","2"
"446","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","39","13","setsize","3S3A","food","1","7","0","1","2"
"454","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","40","13","setsize","3S3A","food","1","8","0","1","2"
"468","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","41","13","setsize","3S3A","food","1","9","2","1","2"
"284","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","42","14","setsize","3S3A","food","1","0","0","0","2"
"null","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","43","14","setsize","3S3A","food","1","0","999","0","2"
"576","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","44","14","setsize","3S3A","food","1","1","0","1","2"
"555","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","45","15","setsize","3S3A","food","1","2","2","1","2"
"463","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","46","15","setsize","3S3A","food","1","3","0","1","2"
"708","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","47","15","setsize","3S3A","food","1","4","0","1","2"
"430","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","48","16","setsize","3S3A","food","1","5","0","1","2"
"556","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","49","16","setsize","3S3A","food","1","6","0","1","2"
"695","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","50","16","setsize","3S3A","food","1","7","2","1","2"
"643","null","learn","下午6:04:31","2","2","2","learn","2","2","[0, 1, 2]","51","17","setsize","3S3A","food","1","8","2","1","2"
"527","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","52","17","setsize","3S3A","food","1","9","0","1","2"
"null","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","0","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","1","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","2","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","3","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","4","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","5","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","6","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","7","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","8","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","9","0","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","10","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","11","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","12","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","13","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","14","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","15","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","16","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","17","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","18","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","19","1","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","20","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","21","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","22","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","23","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","24","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","25","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","26","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","27","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","28","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","29","2","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","30","3","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","31","3","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","32","3","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","33","3","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","34","3","setsize","10S3A","sports","2","0","999","0","2"
"null","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","35","3","setsize","10S3A","sports","2","0","999","0","2"
"2912","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","36","3","setsize","10S3A","sports","2","0","1","0","2"
"811","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","37","3","setsize","10S3A","sports","2","1","0","1","2"
"643","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","38","3","setsize","10S3A","sports","2","2","2","1","2"
"null","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","39","3","setsize","10S3A","sports","2","0","999","0","2"
"858","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","40","4","setsize","10S3A","sports","2","1","2","1","2"
"696","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","41","4","setsize","10S3A","sports","2","2","0","1","2"
"478","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","42","4","setsize","10S3A","sports","2","3","1","1","2"
"667","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","43","4","setsize","10S3A","sports","2","4","2","1","2"
"631","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","44","4","setsize","10S3A","sports","2","5","0","1","2"
"490","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","45","4","setsize","10S3A","sports","2","6","2","1","2"
"545","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","46","4","setsize","10S3A","sports","2","7","1","1","2"
"651","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","47","4","setsize","10S3A","sports","2","8","0","1","2"
"565","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","48","4","setsize","10S3A","sports","2","9","2","1","2"
"2690","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","49","4","setsize","10S3A","sports","2","10","1","1","2"
"1104","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","50","5","setsize","10S3A","sports","2","11","2","1","2"
"null","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","51","5","setsize","10S3A","sports","2","0","999","0","2"
"1085","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","52","5","setsize","10S3A","sports","2","1","1","1","2"
"505","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","53","5","setsize","10S3A","sports","2","2","2","1","2"
"531","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","54","5","setsize","10S3A","sports","2","3","2","1","2"
"454","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","55","5","setsize","10S3A","sports","2","4","2","1","2"
"540","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","56","5","setsize","10S3A","sports","2","5","0","1","2"
"691","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","57","5","setsize","10S3A","sports","2","6","0","1","2"
"652","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","58","5","setsize","10S3A","sports","2","7","1","1","2"
"502","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","59","5","setsize","10S3A","sports","2","8","0","1","2"
"760","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","60","6","setsize","10S3A","sports","2","9","1","1","2"
"496","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","61","6","setsize","10S3A","sports","2","10","2","1","2"
"474","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","62","6","setsize","10S3A","sports","2","11","0","1","2"
"767","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","63","6","setsize","10S3A","sports","2","12","1","1","2"
"540","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","64","6","setsize","10S3A","sports","2","13","1","1","2"
"588","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","65","6","setsize","10S3A","sports","2","14","2","1","2"
"404","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","66","6","setsize","10S3A","sports","2","15","2","1","2"
"527","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","67","6","setsize","10S3A","sports","2","16","0","1","2"
"455","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","68","6","setsize","10S3A","sports","2","17","2","1","2"
"590","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","69","6","setsize","10S3A","sports","2","18","0","1","2"
"581","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","70","7","setsize","10S3A","sports","2","19","2","1","2"
"968","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","71","7","setsize","10S3A","sports","2","20","1","1","2"
"454","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","72","7","setsize","10S3A","sports","2","21","2","1","2"
"577","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","73","7","setsize","10S3A","sports","2","22","0","1","2"
"807","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","74","7","setsize","10S3A","sports","2","0","1","0","2"
"529","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","75","7","setsize","10S3A","sports","2","1","2","1","2"
"547","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","76","7","setsize","10S3A","sports","2","2","0","1","2"
"519","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","77","7","setsize","10S3A","sports","2","3","2","1","2"
"630","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","78","7","setsize","10S3A","sports","2","4","1","1","2"
"677","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","79","7","setsize","10S3A","sports","2","5","1","1","2"
"490","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","80","8","setsize","10S3A","sports","2","6","2","1","2"
"540","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","81","8","setsize","10S3A","sports","2","7","0","1","2"
"409","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","82","8","setsize","10S3A","sports","2","0","2","0","2"
"567","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","83","8","setsize","10S3A","sports","2","1","2","1","2"
"1007","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","84","8","setsize","10S3A","sports","2","2","1","1","2"
"507","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","85","8","setsize","10S3A","sports","2","3","2","1","2"
"453","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","86","8","setsize","10S3A","sports","2","4","2","1","2"
"485","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","87","8","setsize","10S3A","sports","2","0","2","0","2"
"642","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","88","8","setsize","10S3A","sports","2","1","0","1","2"
"647","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","89","8","setsize","10S3A","sports","2","2","1","1","2"
"720","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","90","9","setsize","10S3A","sports","2","3","0","1","2"
"487","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","91","9","setsize","10S3A","sports","2","4","2","1","2"
"492","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","92","9","setsize","10S3A","sports","2","5","2","1","2"
"976","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","93","9","setsize","10S3A","sports","2","0","2","0","2"
"2252","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","94","9","setsize","10S3A","sports","2","1","1","1","2"
"526","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","95","9","setsize","10S3A","sports","2","2","0","1","2"
"471","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","96","9","setsize","10S3A","sports","2","3","2","1","2"
"647","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","97","9","setsize","10S3A","sports","2","4","1","1","2"
"658","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","98","9","setsize","10S3A","sports","2","5","2","1","2"
"1188","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","99","9","setsize","10S3A","sports","2","6","1","1","2"
"338","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","100","10","setsize","10S3A","sports","2","7","1","1","2"
"551","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","101","10","setsize","10S3A","sports","2","8","2","1","2"
"666","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","102","10","setsize","10S3A","sports","2","9","1","1","2"
"586","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","103","10","setsize","10S3A","sports","2","10","0","1","2"
"460","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","104","10","setsize","10S3A","sports","2","11","2","1","2"
"983","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","105","10","setsize","10S3A","sports","2","0","0","0","2"
"536","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","106","10","setsize","10S3A","sports","2","1","2","1","2"
"737","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","107","10","setsize","10S3A","sports","2","2","1","1","2"
"525","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","108","10","setsize","10S3A","sports","2","3","0","1","2"
"521","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","109","10","setsize","10S3A","sports","2","4","0","1","2"
"556","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","110","11","setsize","10S3A","sports","2","5","0","1","2"
"697","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","111","11","setsize","10S3A","sports","2","6","1","1","2"
"480","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","112","11","setsize","10S3A","sports","2","7","2","1","2"
"520","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","113","11","setsize","10S3A","sports","2","8","2","1","2"
"599","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","114","11","setsize","10S3A","sports","2","9","0","1","2"
"764","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","115","11","setsize","10S3A","sports","2","10","1","1","2"
"646","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","116","11","setsize","10S3A","sports","2","11","1","1","2"
"465","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","117","11","setsize","10S3A","sports","2","12","2","1","2"
"540","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","118","11","setsize","10S3A","sports","2","13","0","1","2"
"495","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","119","11","setsize","10S3A","sports","2","14","2","1","2"
"662","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","120","12","setsize","10S3A","sports","2","15","1","1","2"
"586","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","121","12","setsize","10S3A","sports","2","16","0","1","2"
"479","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","122","12","setsize","10S3A","sports","2","17","2","1","2"
"470","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","123","12","setsize","10S3A","sports","2","18","2","1","2"
"460","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","124","12","setsize","10S3A","sports","2","19","2","1","2"
"586","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","125","12","setsize","10S3A","sports","2","20","2","1","2"
"666","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","126","12","setsize","10S3A","sports","2","21","0","1","2"
"591","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","127","12","setsize","10S3A","sports","2","22","1","1","2"
"615","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","128","12","setsize","10S3A","sports","2","23","0","1","2"
"1084","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","129","12","setsize","10S3A","sports","2","24","1","1","2"
"479","null","learn","下午6:04:31","2","2","2","learn","0","0","[0, 1, 2]","130","13","setsize","10S3A","sports","2","25","0","1","2"
"525","null","learn","下午6:04:31","1","1","1","learn","0","0","[0, 1, 2]","131","13","setsize","10S3A","sports","2","26","0","1","2"
"707","null","learn","下午6:04:31","9","9","9","learn","2","2","[0, 1, 2]","132","13","setsize","10S3A","sports","2","27","2","1","2"
"684","null","learn","下午6:04:31","3","3","3","learn","1","1","[0, 1, 2]","133","13","setsize","10S3A","sports","2","28","1","1","2"
"511","null","learn","下午6:04:31","7","7","7","learn","2","2","[0, 1, 2]","134","13","setsize","10S3A","sports","2","29","2","1","2"
"811","null","learn","下午6:04:31","4","4","4","learn","1","1","[0, 1, 2]","135","13","setsize","10S3A","sports","2","30","1","1","2"
"450","null","learn","下午6:04:31","8","8","8","learn","2","2","[0, 1, 2]","136","13","setsize","10S3A","sports","2","31","2","1","2"
"396","null","learn","下午6:04:31","6","6","6","learn","2","2","[0, 1, 2]","137","13","setsize","10S3A","sports","2","32","2","1","2"
"1173","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","138","13","setsize","10S3A","sports","2","33","1","1","2"
"627","null","learn","下午6:04:31","0","0","0","learn","0","0","[0, 1, 2]","139","13","setsize","10S3A","sports","2","34","0","1","2"
"870","null","learn","下午6:04:31","5","5","5","learn","1","1","[0, 1, 2]","140","14","setsize","10S3A","sports","2","35","1","1","2"
