"rt","response","stage","start_time","s","word","word_id","phase","a_cor","a_real","a_ava","trial","tps","task_type","block_typ","pic_typ","block_id","cum_r","a","r","n_Prac"
"375","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2]","47","15","setsize","3S3A","animals","2","0","0","0","1"
"1434","null","learn","18:04:19","1","1","1","learn","0","0","[0, 1, 2]","48","16","setsize","3S3A","animals","2","1","0","1","1"
"1337","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2]","49","16","setsize","3S3A","animals","2","2","0","1","1"
"369","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2]","50","16","setsize","3S3A","animals","2","3","2","1","1"
"384","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2]","51","17","setsize","3S3A","animals","2","4","2","1","1"
"1229","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2]","52","17","setsize","3S3A","animals","2","5","0","1","1"
"596","null","learn","18:04:19","1","1","1","learn","0","0","[0, 1, 2]","53","17","setsize","3S3A","animals","2","6","0","1","1"
"1283","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2]","54","18","setsize","3S3A","animals","2","7","2","1","1"
"1036","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2]","55","18","setsize","3S3A","animals","2","8","0","1","1"
"439","null","learn","18:04:19","1","1","1","learn","0","0","[0, 1, 2]","56","18","setsize","3S3A","animals","2","9","0","1","1"
"1105","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","0","0","setsize","3S10A","furniture","3","0","0","0","1"
"645","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","1","0","setsize","3S10A","furniture","3","0","2","0","1"
"2007","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","2","0","setsize","3S10A","furniture","3","0","3","0","1"
"538","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","3","1","setsize","3S10A","furniture","3","0","5","0","1"
"810","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","4","1","setsize","3S10A","furniture","3","0","8","0","1"
"674","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","5","1","setsize","3S10A","furniture","3","0","4","0","1"
"264","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","6","2","setsize","3S10A","furniture","3","0","5","0","1"
"173","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","7","2","setsize","3S10A","furniture","3","0","2","0","1"
"672","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","8","2","setsize","3S10A","furniture","3","1","9","1","1"
"587","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","9","3","setsize","3S10A","furniture","3","0","8","0","1"
"197","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","10","3","setsize","3S10A","furniture","3","0","7","0","1"
"370","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","11","3","setsize","3S10A","furniture","3","0","6","0","1"
"223","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","12","4","setsize","3S10A","furniture","3","0","5","0","1"
"36","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","13","4","setsize","3S10A","furniture","3","0","4","0","1"
"85","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","14","4","setsize","3S10A","furniture","3","0","3","0","1"
"585","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","15","5","setsize","3S10A","furniture","3","0","0","0","1"
"1015","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","16","5","setsize","3S10A","furniture","3","1","9","1","1"
"372","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","17","5","setsize","3S10A","furniture","3","2","2","1","1"
"577","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","18","6","setsize","3S10A","furniture","3","0","1","0","1"
"1056","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","19","6","setsize","3S10A","furniture","3","1","9","1","1"
"251","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","20","6","setsize","3S10A","furniture","3","0","5","0","1"
"336","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","21","7","setsize","3S10A","furniture","3","0","7","0","1"
"851","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","22","7","setsize","3S10A","furniture","3","1","9","1","1"
"681","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","23","7","setsize","3S10A","furniture","3","0","8","0","1"
"465","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","24","8","setsize","3S10A","furniture","3","1","2","1","1"
"400","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","25","8","setsize","3S10A","furniture","3","0","0","0","1"
"1563","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","26","8","setsize","3S10A","furniture","3","1","9","1","1"
"956","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","27","9","setsize","3S10A","furniture","3","2","9","1","1"
"422","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","28","9","setsize","3S10A","furniture","3","3","6","1","1"
"738","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","29","9","setsize","3S10A","furniture","3","4","2","1","1"
"547","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","30","10","setsize","3S10A","furniture","3","5","2","1","1"
"354","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","31","10","setsize","3S10A","furniture","3","6","6","1","1"
"431","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","32","10","setsize","3S10A","furniture","3","7","9","1","1"
"668","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","33","11","setsize","3S10A","furniture","3","8","2","1","1"
"528","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","34","11","setsize","3S10A","furniture","3","9","9","1","1"
"375","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","35","11","setsize","3S10A","furniture","3","10","6","1","1"
"1486","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","36","12","setsize","3S10A","furniture","3","11","2","1","1"
"567","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","37","12","setsize","3S10A","furniture","3","12","9","1","1"
"918","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","38","12","setsize","3S10A","furniture","3","13","6","1","1"
"596","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","39","13","setsize","3S10A","furniture","3","14","9","1","1"
"784","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","40","13","setsize","3S10A","furniture","3","0","2","0","1"
"793","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","41","13","setsize","3S10A","furniture","3","1","2","1","1"
"527","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","42","14","setsize","3S10A","furniture","3","2","9","1","1"
"1189","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","43","14","setsize","3S10A","furniture","3","3","6","1","1"
"1173","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","44","14","setsize","3S10A","furniture","3","0","6","0","1"
"532","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","45","15","setsize","3S10A","furniture","3","1","9","1","1"
"892","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","46","15","setsize","3S10A","furniture","3","0","2","0","1"
"868","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","47","15","setsize","3S10A","furniture","3","1","2","1","1"
"1331","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","48","16","setsize","3S10A","furniture","3","2","9","1","1"
"682","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","49","16","setsize","3S10A","furniture","3","3","2","1","1"
"984","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","50","16","setsize","3S10A","furniture","3","4","6","1","1"
"508","null","learn","18:04:19","2","2","2","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","51","17","setsize","3S10A","furniture","3","5","9","1","1"
"1142","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","52","17","setsize","3S10A","furniture","3","6","2","1","1"
"578","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","53","17","setsize","3S10A","furniture","3","7","6","1","1"
"639","null","learn","18:04:19","1","1","1","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","54","18","setsize","3S10A","furniture","3","8","6","1","1"
"1509","null","learn","18:04:19","0","0","0","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","55","18","setsize","3S10A","furniture","3","9","2","1","1"
"null","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","0","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","1","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","2","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","3","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","4","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","5","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","6","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","7","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","8","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","9","0","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","10","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","11","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","12","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","13","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","14","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","15","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","16","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","17","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","18","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","19","1","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","20","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","21","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","22","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","23","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","24","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","25","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","26","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","27","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","28","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","29","2","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","30","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","31","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","32","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","33","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","34","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","35","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","36","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","37","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","38","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","39","3","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","40","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","41","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","42","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","43","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","44","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","45","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","46","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","47","4","setsize","10S10A","food","4","0","999","0","1"
"null","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","48","4","setsize","10S10A","food","4","0","999","0","1"
"1526","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","49","4","setsize","10S10A","food","4","0","9","0","1"
"358","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","50","5","setsize","10S10A","food","4","0","2","0","1"
"15","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","51","5","setsize","10S10A","food","4","1","4","1","1"
"48","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","52","5","setsize","10S10A","food","4","0","9","0","1"
"797","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","53","5","setsize","10S10A","food","4","0","1","0","1"
"235","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","54","5","setsize","10S10A","food","4","0","2","0","1"
"4","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","55","5","setsize","10S10A","food","4","0","4","0","1"
"191","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","56","5","setsize","10S10A","food","4","0","6","0","1"
"32","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","57","5","setsize","10S10A","food","4","0","2","0","1"
"153","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","58","5","setsize","10S10A","food","4","0","9","0","1"
"334","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","59","5","setsize","10S10A","food","4","0","5","0","1"
"326","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","60","6","setsize","10S10A","food","4","0","2","0","1"
"79","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","61","6","setsize","10S10A","food","4","0","0","0","1"
"533","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","62","6","setsize","10S10A","food","4","0","1","0","1"
"175","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","63","6","setsize","10S10A","food","4","0","8","0","1"
"468","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","64","6","setsize","10S10A","food","4","0","5","0","1"
"224","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","65","6","setsize","10S10A","food","4","0","6","0","1"
"85","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","66","6","setsize","10S10A","food","4","0","9","0","1"
"339","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","67","6","setsize","10S10A","food","4","0","3","0","1"
"302","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","68","6","setsize","10S10A","food","4","0","2","0","1"
"260","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","69","6","setsize","10S10A","food","4","0","3","0","1"
"300","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","70","7","setsize","10S10A","food","4","0","9","0","1"
"269","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","71","7","setsize","10S10A","food","4","0","8","0","1"
"114","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","72","7","setsize","10S10A","food","4","0","7","0","1"
"287","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","73","7","setsize","10S10A","food","4","0","6","0","1"
"341","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","74","7","setsize","10S10A","food","4","0","5","0","1"
"319","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","75","7","setsize","10S10A","food","4","0","3","0","1"
"123","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","76","7","setsize","10S10A","food","4","0","4","0","1"
"195","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","77","7","setsize","10S10A","food","4","0","9","0","1"
"230","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","78","7","setsize","10S10A","food","4","0","0","0","1"
"248","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","79","7","setsize","10S10A","food","4","0","0","0","1"
"181","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","80","8","setsize","10S10A","food","4","1","0","1","1"
"513","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","81","8","setsize","10S10A","food","4","0","1","0","1"
"352","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","82","8","setsize","10S10A","food","4","0","1","0","1"
"260","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","83","8","setsize","10S10A","food","4","0","1","0","1"
"439","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","84","8","setsize","10S10A","food","4","0","1","0","1"
"321","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","85","8","setsize","10S10A","food","4","0","1","0","1"
"348","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","86","8","setsize","10S10A","food","4","0","1","0","1"
"317","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","87","8","setsize","10S10A","food","4","1","1","1","1"
"541","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","88","8","setsize","10S10A","food","4","0","2","0","1"
"321","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","89","8","setsize","10S10A","food","4","0","2","0","1"
"365","null","learn","18:04:19","8","8","8","learn","8","8","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","90","9","setsize","10S10A","food","4","0","2","0","1"
"440","null","learn","18:04:19","9","9","9","learn","9","9","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","91","9","setsize","10S10A","food","4","0","2","0","1"
"222","null","learn","18:04:19","5","5","5","learn","5","5","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","92","9","setsize","10S10A","food","4","0","2","0","1"
"432","null","learn","18:04:19","3","3","3","learn","3","3","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","93","9","setsize","10S10A","food","4","0","2","0","1"
"1096","null","learn","18:04:19","1","1","1","learn","1","1","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","94","9","setsize","10S10A","food","4","1","1","1","1"
"239","null","learn","18:04:19","0","0","0","learn","0","0","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","95","9","setsize","10S10A","food","4","0","2","0","1"
"354","null","learn","18:04:19","4","4","4","learn","4","4","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","96","9","setsize","10S10A","food","4","0","2","0","1"
"313","null","learn","18:04:19","6","6","6","learn","6","6","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","97","9","setsize","10S10A","food","4","0","2","0","1"
"32","null","learn","18:04:19","2","2","2","learn","2","2","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","98","9","setsize","10S10A","food","4","1","2","1","1"
"248","null","learn","18:04:19","7","7","7","learn","7","7","[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","99","9","setsize","10S10A","food","4","0","3","0","1"
