"rt","response","stage","start_time","s","word","word_id","phase","a_cor","a_real","a_ava","trial","tps","task_type","block_typ","pic_typ","block_id","cum_r","a","r","n_Prac","slider_start","pair_type"
"572","null","learn","12:28:35","4","4","4","learn","2","2","[0, 1, 2]","83","13","setsizechunk","6S","furniture","2","55","2","1","3","",""
"1442","null","learn","12:28:35","2","2","2","learn","1","1","[0, 1, 2]","84","14","setsizechunk","6S","furniture","2","56","1","1","3","",""
"503","null","learn","12:28:35","4","4","4","learn","2","2","[0, 1, 2]","85","14","setsizechunk","6S","furniture","2","57","2","1","3","",""
"696","null","learn","12:28:35","3","3","3","learn","1","1","[0, 1, 2]","86","14","setsizechunk","6S","furniture","2","58","1","1","3","",""
"454","null","learn","12:28:35","0","0","0","learn","0","0","[0, 1, 2]","87","14","setsizechunk","6S","furniture","2","59","0","1","3","",""
"363","null","learn","12:28:35","1","1","1","learn","0","0","[0, 1, 2]","88","14","setsizechunk","6S","furniture","2","60","0","1","3","",""
"379","null","learn","12:28:35","5","5","5","learn","2","2","[0, 1, 2]","89","14","setsizechunk","6S","furniture","2","61","2","1","3","",""
"370","null","learn","12:28:35","5","5","5","learn","2","2","[0, 1, 2]","90","15","setsizechunk","6S","furniture","2","62","2","1","3","",""
"99","null","memory","12:28:35","9","沉稳","14","memory","99","","[]","180","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","纯净","12","memory","99","","[]","181","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","沉稳","11","memory","99","","[]","182","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","淡雅","10","memory","99","","[]","183","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","纸盒","3","memory","99","","[]","184","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","针线","2","memory","99","","[]","185","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","书包","17","memory","99","","[]","186","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","岩石","15","memory","99","","[]","187","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","书签","13","memory","99","","[]","188","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","纸袋","6","memory","99","","[]","189","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","瀑布","5","memory","99","","[]","190","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","线缆","18","memory","99","","[]","191","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","9","橡皮","19","memory","99","","[]","192","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","书架","8","memory","99","","[]","193","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","丘陵","0","memory","99","","[]","194","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","9","粉笔","4","memory","99","","[]","195","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","雪山","1","memory","99","","[]","196","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","插头","16","memory","99","","[]","197","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","9","镜子","9","memory","99","","[]","198","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","湿地","7","memory","99","","[]","199","0","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","沉稳","11","memory","99","","[]","200","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","插头","16","memory","99","","[]","201","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","湿地","7","memory","99","","[]","202","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","纯净","12","memory","99","","[]","203","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","针线","2","memory","99","","[]","204","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","书签","13","memory","99","","[]","205","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","雪山","1","memory","99","","[]","206","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","9","粉笔","4","memory","99","","[]","207","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","9","橡皮","19","memory","99","","[]","208","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","9","沉稳","14","memory","99","","[]","209","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","纸盒","3","memory","99","","[]","210","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","1","纸袋","6","memory","99","","[]","211","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","瀑布","5","memory","99","","[]","212","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","线缆","18","memory","99","","[]","213","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","淡雅","10","memory","99","","[]","214","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","2","书包","17","memory","99","","[]","215","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","岩石","15","memory","99","","[]","216","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","8","书架","8","memory","99","","[]","217","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","0","丘陵","0","memory","99","","[]","218","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"99","null","memory","12:28:35","9","镜子","9","memory","99","","[]","219","1","setsizechunk","6S","furniture","2","","99","99","3","",""
"3144","100","recognition","12:28:35","0","岩石","15","recognition","1","","[]","220","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"2022","100","recognition","12:28:35","8","线缆","18","recognition","1","","[]","221","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"2263","0","recognition","12:28:35","0","纸袋","6","recognition","0","","[]","222","99","setsizechunk","6S","furniture","2","","","1","3","50","1"
"2208","0","recognition","12:28:35","1","瀑布","5","recognition","0","","[]","223","99","setsizechunk","6S","furniture","2","","","1","3","50","1"
"1946","0","recognition","12:28:35","2","纸盒","3","recognition","0","","[]","224","99","setsizechunk","6S","furniture","2","","","1","3","50","3"
"2044","100","recognition","12:28:35","9","粉笔","4","recognition","1","","[]","225","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"2224","0","recognition","12:28:35","0","雪山","1","recognition","0","","[]","226","99","setsizechunk","6S","furniture","2","","","1","3","50","1"
"2352","100","recognition","12:28:35","9","镜子","9","recognition","1","","[]","227","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"2112","100","recognition","12:28:35","2","书包","17","recognition","1","","[]","228","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"2367","0","recognition","12:28:35","8","纯净","12","recognition","0","","[]","229","99","setsizechunk","6S","furniture","2","","","1","3","50","3"
"2043","0","recognition","12:28:35","0","针线","2","recognition","0","","[]","230","99","setsizechunk","6S","furniture","2","","","1","3","50","2"
"1846","100","recognition","12:28:35","8","书架","8","recognition","1","","[]","231","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"1980","100","recognition","12:28:35","9","橡皮","19","recognition","1","","[]","232","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"2008","0","recognition","12:28:35","1","湿地","7","recognition","0","","[]","233","99","setsizechunk","6S","furniture","2","","","1","3","50","2"
"4122","0","recognition","12:28:35","2","淡雅","10","recognition","0","","[]","234","99","setsizechunk","6S","furniture","2","","","1","3","50","2"
"2293","100","recognition","12:28:35","9","沉稳","14","recognition","1","","[]","235","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"2314","0","recognition","12:28:35","1","丘陵","0","recognition","0","","[]","236","99","setsizechunk","6S","furniture","2","","","1","3","50","1"
"1993","0","recognition","12:28:35","2","沉稳","11","recognition","0","","[]","237","99","setsizechunk","6S","furniture","2","","","1","3","50","2"
"2279","100","recognition","12:28:35","8","书签","13","recognition","1","","[]","238","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
"1873","100","recognition","12:28:35","1","插头","16","recognition","1","","[]","239","99","setsizechunk","6S","furniture","2","","","1","3","50","0"
