"rt","response","stage","start_time","s","word","word_id","phase","a_cor","a_real","a_ava","trial","tps","task_type","block_typ","pic_typ","block_id","cum_r","a","r","n_Prac","slider_start","pair_type"
"540","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","4","1","setsize","99","prac","0","8","0","1","3","",""
"899","null","learn","18:12:06","2","2","2","learn","2","2","[0, 1, 2]","5","1","setsize","99","prac","0","9","2","1","3","",""
"624","null","learn","18:12:06","3","3","3","learn","1","1","[0, 1, 2]","0","0","setsizechunk","6S","animals","1","10","1","1","3","",""
"796","null","learn","18:12:06","2","2","2","learn","1","1","[0, 1, 2]","1","0","setsizechunk","6S","animals","1","0","0","0","3","",""
"740","null","learn","18:12:06","5","5","5","learn","2","2","[0, 1, 2]","2","0","setsizechunk","6S","animals","1","0","1","0","3","",""
"600","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","3","0","setsizechunk","6S","animals","1","0","1","0","3","",""
"777","null","learn","18:12:06","4","4","4","learn","2","2","[0, 1, 2]","4","0","setsizechunk","6S","animals","1","0","1","0","3","",""
"561","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","5","0","setsizechunk","6S","animals","1","0","1","0","3","",""
"527","null","learn","18:12:06","3","3","3","learn","1","1","[0, 1, 2]","6","1","setsizechunk","6S","animals","1","1","1","1","3","",""
"793","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","7","1","setsizechunk","6S","animals","1","2","0","1","3","",""
"605","null","learn","18:12:06","5","5","5","learn","2","2","[0, 1, 2]","8","1","setsizechunk","6S","animals","1","0","0","0","3","",""
"1040","null","learn","18:12:06","4","4","4","learn","2","2","[0, 1, 2]","9","1","setsizechunk","6S","animals","1","0","0","0","3","",""
"1041","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","10","1","setsizechunk","6S","animals","1","1","0","1","3","",""
"952","null","learn","18:12:06","2","2","2","learn","1","1","[0, 1, 2]","11","1","setsizechunk","6S","animals","1","0","0","0","3","",""
"1328","null","learn","18:12:06","3","3","3","learn","1","1","[0, 1, 2]","12","2","setsizechunk","6S","animals","1","0","0","0","3","",""
"1081","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","13","2","setsizechunk","6S","animals","1","0","2","0","3","",""
"885","null","learn","18:12:06","2","2","2","learn","1","1","[0, 1, 2]","14","2","setsizechunk","6S","animals","1","0","2","0","3","",""
"1664","null","learn","18:12:06","4","4","4","learn","2","2","[0, 1, 2]","15","2","setsizechunk","6S","animals","1","1","2","1","3","",""
"1231","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","16","2","setsizechunk","6S","animals","1","2","0","1","3","",""
"2213","null","learn","18:12:06","5","5","5","learn","2","2","[0, 1, 2]","17","2","setsizechunk","6S","animals","1","3","2","1","3","",""
"1195","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","18","3","setsizechunk","6S","animals","1","4","0","1","3","",""
"2056","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","19","3","setsizechunk","6S","animals","1","0","2","0","3","",""
"1561","null","learn","18:12:06","5","5","5","learn","2","2","[0, 1, 2]","20","3","setsizechunk","6S","animals","1","1","2","1","3","",""
"886","null","learn","18:12:06","3","3","3","learn","1","1","[0, 1, 2]","21","3","setsizechunk","6S","animals","1","2","1","1","3","",""
"1241","null","learn","18:12:06","4","4","4","learn","2","2","[0, 1, 2]","22","3","setsizechunk","6S","animals","1","3","2","1","3","",""
"1591","null","learn","18:12:06","2","2","2","learn","1","1","[0, 1, 2]","23","3","setsizechunk","6S","animals","1","0","2","0","3","",""
"1131","null","learn","18:12:06","5","5","5","learn","2","2","[0, 1, 2]","24","4","setsizechunk","6S","animals","1","1","2","1","3","",""
"1296","null","learn","18:12:06","4","4","4","learn","2","2","[0, 1, 2]","25","4","setsizechunk","6S","animals","1","0","0","0","3","",""
"1379","null","learn","18:12:06","2","2","2","learn","1","1","[0, 1, 2]","26","4","setsizechunk","6S","animals","1","0","0","0","3","",""
"1248","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","27","4","setsizechunk","6S","animals","1","1","0","1","3","",""
"1301","null","learn","18:12:06","3","3","3","learn","1","1","[0, 1, 2]","28","4","setsizechunk","6S","animals","1","2","1","1","3","",""
"2045","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","29","4","setsizechunk","6S","animals","1","0","1","0","3","",""
"1120","null","learn","18:12:06","5","5","5","learn","2","2","[0, 1, 2]","30","5","setsizechunk","6S","animals","1","1","2","1","3","",""
"1992","null","learn","18:12:06","4","4","4","learn","2","2","[0, 1, 2]","31","5","setsizechunk","6S","animals","1","2","2","1","3","",""
"939","null","learn","18:12:06","3","3","3","learn","1","1","[0, 1, 2]","32","5","setsizechunk","6S","animals","1","3","1","1","3","",""
"982","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","33","5","setsizechunk","6S","animals","1","4","0","1","3","",""
"1099","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","34","5","setsizechunk","6S","animals","1","0","1","0","3","",""
"1633","null","learn","18:12:06","2","2","2","learn","1","1","[0, 1, 2]","35","5","setsizechunk","6S","animals","1","0","2","0","3","",""
"null","null","learn","18:12:06","4","4","4","learn","2","2","[0, 1, 2]","36","6","setsizechunk","6S","animals","1","0","999","0","3","",""
"671","null","learn","18:12:06","3","3","3","learn","1","1","[0, 1, 2]","37","6","setsizechunk","6S","animals","1","1","1","1","3","",""
"1018","null","learn","18:12:06","2","2","2","learn","1","1","[0, 1, 2]","38","6","setsizechunk","6S","animals","1","0","0","0","3","",""
"1363","null","learn","18:12:06","5","5","5","learn","2","2","[0, 1, 2]","39","6","setsizechunk","6S","animals","1","0","0","0","3","",""
"1519","null","learn","18:12:06","1","1","1","learn","0","0","[0, 1, 2]","40","6","setsizechunk","6S","animals","1","0","1","0","3","",""
"1033","null","learn","18:12:06","0","0","0","learn","0","0","[0, 1, 2]","41","6","setsizechunk","6S","animals","1","1","0","1","3","",""
